,0
LEUtex,0.0
LYStex,0.0
EX_glyc__R_e,4.756195437494171e-13
EX_eca4colipa_e,0.0
GLYOX3,1.7603696278456482e-12
FDMO3,0.0
LYXtex,0.0
MANtex,0.0
MAN6Ptex,0.0
FDMO4,0.0
CYSabc2pp,1.3784529073745944e-12
BUTSO3abcpp,0.0
ETHSO3abcpp,0.0
MELIBtex,0.0
DMSOtex,0.0
DURItex,0.0
EX_mal__D_e,0.0
FRUtex,0.0
FUCtex,0.0
EX_sel_e,0.0
EX_hg2_e,0.0
O16GLCT1,0.0
O16AP2pp,0.0
O16AP3pp,0.0
FUMtex,2.1938006966593093e-13
ACACT5r,2.0250467969162855e-12
O16A4Lpp,0.0
PRASCSi,2.361444373377708e-13
MALTATr,0.0
DHBSH,8.806289031326742e-13
MALDDH,0.0
FE2tex,999.9859145477426
NMNtex,0.0
ENTERES,2.935429677108914e-13
NO2tex,1.2825296380469808e-12
TRSARr,1000.0000000000023
DHPS2,7.37257477290143e-18
FEOXAMUtex,7.686962177899659e-12
ARBTNtpp,1.5347723092418164e-12
MTHFC,2.5023982885841178e-11
ARBTNtex,1.5347723092418164e-12
MTHFD,2.5023982885841178e-11
LYXI,0.0
BUTt2rpp,0.0
CADVtpp,1.3972156764907595e-13
QULNS,7.993605777301127e-15
23CAMPtex,0.0
23CCMPtex,0.0
23CUMPtex,0.0
23CGMPtex,0.0
3AMPtex,0.0
3CMPtex,0.0
LADGMDH,1.199040866595169e-13
ALKP,3.5127456499139953e-12
GDPtex,0.0
EX_cobalt2_e,0.0
ALAGLUE,1.6958726090088305e-12
FEENTERtpp,7.958078640513122e-13
TMAtex,0.0
EX_pheme_e,0.0
TMAOtex,0.0
TREtex,0.0
L_LACD3,1.3713474800169934e-12
FEENTERtex,7.958078640513122e-13
FE3HOXUtpp,7.694733739072035e-12
FEOXAMUtpp,7.694733739072035e-12
FECRMUtpp,7.694733739072035e-12
FE3HOXR2,4.831690603168681e-13
L_LACD2,9.166001291305292e-13
ACACT6r,7.815692537604946e-13
TRPtex,0.0
PTRCt2pp,3.734790254839027e-12
GGGABAH,3.907985046680551e-13
PNTOtex,0.0
FRULYSK,0.0
FDMO6,0.0
TSULtex,0.0
TYRtex,0.0
URAtex,1.030009411095989e-13
UREAtex,1.8635093468333253e-13
URItex,0.0
SULFACabcpp,0.0
ETHSO3tex,0.0
BUTSO3tex,0.0
LIPOtex,0.0
CYANSTpp,1.4382939284018903e-13
VALtex,1.2656542480726785e-13
XANtex,0.0
MCPST,1.4382939284018903e-13
XYLtex,0.0
PPPNtex,0.0
ABUTtex,2.0579371540208058e-13
FORtppi,1.7778125759732033e-11
PHEMEabcpp,0.0
METSOX1abcpp,0.0
PPTtex,0.0
GALBDtex,0.0
LIPAHT2ex,0.0
DATPHs,6.108447081487611e-13
GLCTR1,0.0
LIPAabcpp,0.0
LIPAHTex,0.0
LIPACabcpp,0.0
ECAP1pp,0.0
PTRCtex,1.5659695762337833e-13
UDCPDPpp,0.0
GGGABADr,3.268496584496461e-13
EX_mso3_e,6.367406601981429e-13
EX_23camp_e,0.0
EX_23cgmp_e,0.0
EX_23cump_e,0.0
ECAP2pp,0.0
ECA4OALpp,0.0
FE3Ri,9.265921363521556e-13
FE3HOXR3,3.481659405224491e-13
FEENTERR1,2.7711166694643907e-13
NODOy,0.0
PYRtex,1.619477121850288e-13
GALM2pp,0.0
CU1abcpp,0.0
HG2abcpp,0.0
FEENTERR3,2.7711166694643907e-13
SULFACtex,0.0
EX_sulfac_e,0.0
EX_butso3_e,0.0
GLCTR3,0.0
HEPT4,0.0
EX_ethso3_e,0.0
DSERtex,0.0
LA4NTpp,0.0
NODOx,0.0
SERtex,2.2407076194497222e-13
NOtex,0.0
NOtpp,0.0
NHFRBO,0.0
N2Otpp,0.0
N2Otex,0.0
CRNt8pp,1000.0
CRNt2rpp,1000.0
CRNDt2rpp,1000.0000000000043
CTBTt2rpp,2.42772468794783e-12
42A12BOOXpp,0.0
TYROXDApp,0.0
PACALDt2rpp,0.0
PEAMNtex,0.0
PACALDtex,0.0
LIPOt2pp,0.0
AGM4PA,1.2789769243681803e-13
RNDR3b,5.203726338720571e-12
RNDR4b,1.021692799807461e-11
ACGAL1Ptex,0.0
ACGALtex,0.0
GLCUR1Ptex,0.0
UDPGLCURtex,0.0
UDPGALPpp,0.0
UACGAMPpp,0.0
UACGALPpp,0.0
UGLCURPpp,0.0
FEROpp,249.996478636935
ISETACabcpp,0.0
ISETACtex,0.0
GUR1PPpp,0.0
UDPGtex,0.0
ACGAL1PPpp,0.0
UDPGALtex,0.0
ACGAM1Ptex,0.0
UACGAMtex,0.0
UDPACGALtex,0.0
AM4PCP,1.2789769243681803e-13
AM3PA,1.2878587085651816e-13
UM4PCP,1.2789769243681803e-13
CBLAT,0.0
NTRIR4pp,8.200662371393719e-13
NTRIR3pp,8.189005029635155e-13
INOSTt4pp,0.0
PHEMEtiex,0.0
AGM3PA,1.2878587085651816e-13
CYANtex,0.0
SO3tex,0.0
TCYNTtex,0.0
ACANTHAT,0.0
METSOX2abcpp,0.0
METSOX1tex,0.0
METSOX2tex,0.0
3UMPtex,0.0
MSO3abcpp,0.0
MSO3tex,0.0
FECRMR1,2.913225216616411e-13
FECRMR2,2.913225216616411e-13
TDP,4.092726157978177e-12
3PEPTabcpp,1.4921397450962104e-12
4PEPTabcpp,1.8616219676914625e-12
3GMPtex,0.0
FALDtpp,0.0
EX_tym_e,0.0
AGM3Pt2pp,1.354472090042691e-13
SO4tex,2.7533531010703882e-14
AGM4Pt2pp,0.0
AGMt2pp,1.212363542890671e-13
FECRMexs,7.702727344849336e-12
ARBTNR1,7.773781618425346e-13
ARBTNR2,7.744915819785092e-13
METSOXR1,6.438183319801283e-13
METSOXR2,6.438183319801283e-13
DAPAL,0.0
AMPTASECG,6.252776074688882e-13
EX_imp_e,0.0
DOPAtex,0.0
4HOXPACDtex,0.0
ARBTNR3,2.8421709430404007e-13
ARBTNexs,5.684341886080801e-13
FEOXAMexs,7.69451169446711e-12
LACZpp,0.0
SPMDtex,0.0
GPDDA1pp,0.0
GPDDA5pp,0.0
ETHAtex,1.3855583347321954e-13
G3PStex,0.0
FEOXAMR1,2.913225216616411e-13
FEOXAMR2,2.913225216616411e-13
FEOXAMR3,2.913225216616411e-13
PTHRpp,0.0
FEENTERR2,4.121147867408581e-13
FLVR,5.080380560684716e-13
SUCCtex,1.1485257189747244e-13
FE3HOXR1,3.623767952376511e-13
FEENTERexs,8.242295734817162e-13
SUCRtex,0.0
FE3HOXexs,7.69451169446711e-12
FECRMR3,3.623767952376511e-13
FDMO2,0.0
LALGP,1.2079226507921703e-13
AGM4PApp,1.5565326805244695e-13
ARABDI,0.0
AGt3,0.0
CD2t3pp,1.5494217020517453e-11
ZNabcpp,2.7426949600339867e-12
SKMt2pp,0.0
FE2t2pp,1.5494217020517453e-11
GLYC2Ptex,0.0
PSERtex,0.0
TARTRtex,0.0
R5Ptex,0.0
THRPtex,0.0
TYRPtex,0.0
R5PPpp,0.0
PSP_Lpp,0.0
TYRPpp,0.0
R1PK,999.9994097808699
PAPSR2,0.2170410246228339
GRXR,0.21704102479371945
RNDR1b,8.625142614016035e-11
R15BPK,999.9994097808699
Kabcpp,1.297451035497943e-11
RNDR2b,4.342044779281906e-11
TAURtex,0.0
FACOAE181,2.665956344571896e-11
FACOAE160,2.2644275343708387e-11
FACOAE140,1.0127593208508756e-11
LEUabcpp,1.2420287021086551e-11
L_LACt2rpp,2.2382096176443156e-13
MALt2_2pp,7.695177828281885e-12
CPGNR1,2.8421709430404007e-13
CPGNR2,2.913225216616411e-13
THRtex,0.0
CPGNR3,2.913225216616411e-13
CPGNUtpp,7.686962177899659e-12
CPGNUtex,7.686962177899659e-12
MALt2_3pp,5.238920408601189e-12
MALTabcpp,0.0
MALTHXabcpp,0.0
MALTPTabcpp,0.0
AAMYL,0.0
AAMYLpp,0.0
MALTTRabcpp,0.0
THMDtex,0.0
MALTTTRabcpp,0.0
MAN6Pt6_2pp,0.0
FACOAL80t2pp,0.0
PPGPPDP,1.4769296896588457e-12
CPGNabcpp,7.247535904753022e-13
CPGNexs,7.686962177899659e-12
MANGLYCptspp,0.0
MELIBt2pp,3.774092149910757e-12
CBIuabcpp,0.0
METabcpp,1.0529355165544985e-12
CITtex,7.673861546209082e-13
ACGAtex,0.0
DDCAtexi,0.0
TTDCAtexi,0.0
HDCAtexi,0.0
GUACYC,1.2555512185485895e-12
EX_fe3hox_un_e,7.686962177899659e-12
GGPTRCS,0.0
EX_23dappa_e,1.619477121850288e-13
RMNtpp,0.0
23PDE2pp,0.0
23PDE4pp,0.0
23PDE9pp,0.0
SERt4pp,1.5389789269348864e-11
METDtex,0.0
SUCCt2_3pp,5.238920408601189e-12
MNLptspp,0.0
NAt3_1p5pp,1.9238556060729994e-12
ATPHs,1.2365664048274994e-12
SARCOX,0.0
GTPHs,6.498690474643354e-13
MN6PP,2.7569058147491887e-12
NAt3_2pp,2.0011882775894385e-12
NH4tpp,9.734435479913373e-13
3KGK,0.0
METtex,0.0
EX_cd2_e,0.0
F6PP,2.7569058147491887e-12
NMNPtpp,0.0
NO2t2rpp,4.0678571622265736e-13
NO3t7pp,3.8902214782865485e-12
ORNabcpp,2.7536861679777758e-12
PIuabcpp,3.637978807091713e-12
PNTOt4pp,0.0
FRULYSDG,0.0
METDabcpp,0.0
GDPMNH,2.7426949600339867e-12
FACOAL60t2pp,1.97758476261356e-12
IDONt2rpp,0.0
ILEabcpp,4.599987057929411e-12
INDOLEt2pp,1000.0
INSt2pp,5.076827847005916e-12
PROabcpp,2.7501334542989753e-12
PROt2rpp,1000.0
MNLtex,0.0
PROt4pp,1000.0
PTRCabcpp,2.30415686530705e-12
LYXt2pp,0.0
GDPDPK,7.114309141798003e-13
OCDCAtexi,0.0
OCDCEAtexi,0.0
ASNNpp,2.8618774017274973e-13
GLUNpp,0.0
G6Ptex,0.0
NTD12,1.0971223929345797e-12
TUNGSabcpp,0.0
NAtex,0.0
MOBDabcpp,0.0
MOBDtex,0.0
NI2uabcpp,2.7569058147491887e-12
FECRMtonex,7.247535904753022e-13
ARBTNtonex,2.1458390619955026e-12
ADOCBLabcpp,2.1458390619955026e-12
EX_enter_e,0.0
EX_fecrm_un_e,0.0
EX_cgly_e,0.0
NI2tex,0.0
NTD10pp,0.0
NTD1pp,0.0
EX_chtbs_e,0.0
EX_gmp_e,0.0
NTD2pp,0.0
NACtex,0.0
NTD3pp,0.0
NTD4pp,0.0
NTD5pp,0.0
EX_h2o2_e,0.0
EX_ump_e,0.0
EX_pydam_e,0.0
CRNabcpp,2.7569058147491887e-12
CRNDabcpp,2.7536861679777758e-12
DNTPPA,2.0599841277224584e-17
NTD6pp,0.0
NTD7pp,0.0
CTBTabcpp,2.71194178225187e-12
NTD9pp,0.0
NH4tex,3.6770586575585185e-13
PEAMNOpp,0.0
GAL1PPpp,0.0
NTPP9,1.2365664048274994e-12
NTPP10,6.108447081487611e-13
NTPP11,6.498690474643354e-13
H2O2tex,0.0
ARGDCpp,1.0408340855860843e-13
URIH,2.7142732506035827e-12
ALLPI,0.0
ALLK,0.0
ALLULPE,0.0
ADEtex,0.0
ADNtex,0.0
NADPHQR2,2.119859843219274e-12
NADPHQR3,2.120081887824199e-12
NADPHQR4,2.119859843219274e-12
GLBRAN2,1000.0
ASR,0.0
ASO3tex,0.0
AGMtex,0.0
ALAtex,0.0
BALAtex,0.0
DALAtex,1.0931880400910643e-13
MANGLYCtex,0.0
EX_frulys_e,0.0
AMPtex,0.0
METOX1s,6.581402089977928e-13
XTSNH,2.7569058147491887e-12
METOX2s,6.438183319801283e-13
FRUURt2rpp,0.0
FRUURtex,0.0
ARBtex,0.0
ARGtex,0.0
INSH,2.7569058147491887e-12
ASCBtex,0.0
FACOAL100t2pp,0.0
RIBabcpp,0.0
ECAtpp,0.0
O16AT,0.0
O16GALFT,0.0
O16GLCT2,0.0
O16AUNDtpp,0.0
O16AP1pp,0.0
GPDDA3pp,0.0
GPDDA4pp,6.750155989720952e-13
GPDDA2pp,1.829647544582258e-13
FACOAL120t2pp,1.2357892487102617e-12
GLYCAt2rpp,2.2959412149248237e-13
GLYCAtex,2.2959412149248237e-13
FACOAL140t2pp,6.643574579356937e-13
EX_enlipa_e,0.0
BUTtex,0.0
EX_hacolipa_e,0.0
AGM4PCP,0.0
4PCP,0.0
FE3HOXtonex,9.663381206337363e-13
CU2abcpp,2.7569058147491887e-12
COBALT2abcpp,2.7569058147491887e-12
NI2abcpp,2.7569058147491887e-12
MG2uabcpp,1.8474111129762605e-12
4PCPpp,1.5063505998114124e-12
HCYSMT2,0.0
FALDH2,0.0
CHLtex,0.0
GLYBabcpp,2.2037927038809357e-12
GLYC3Pt6pp,0.0
MMETtex,0.0
FE3tex,999.985914547742
MG2tex,4.0766001685454967e-17
Zn2tex,1.6263032587282567e-18
MMETt2pp,0.0
CD2tex,0.0
GLYCLTt4pp,1000.0
GLYCtpp,2.2026824808563106e-13
H2Otpp,4.263256414560601e-12
GLNabcpp,0.0
CO2tex,1.1759482276829658e-12
GLUabcpp,3.637978807091713e-12
GLUABUTt7pp,1000.0000000000002
GLUt2rpp,1000.0000000000008
HCINNMt2rpp,0.0
HISabcpp,5.4143356464919634e-12
HISt2rpp,7.048583938740194e-12
CBIAT,0.0
GLUt4pp,1000.0
GLYALDtpp,1.2789769243681803e-13
CRNtex,0.0
EX_etha_e,0.0
ACGK,1.6413537196058314e-12
LYSabcpp,4.561684363579843e-12
COBALT2tex,7.115076756936123e-20
LCTSt3ipp,1.1466161353723692e-11
PPK2,6.991740519879386e-12
ARBt3ipp,1.1465495219908917e-11
14GLUCANabcpp,0.0
14GLUCANtexi,0.0
DINStex,0.0
DHPTPE,0.0
PPDOy,4.2454928461665986e-13
FALGTHLs,0.0
NTD12pp,0.0
PPA2,6.991740519879386e-12
DIMPtex,0.0
EX_hdca_e,0.0
EX_glcr_e,0.0
GNK,6.991740519879386e-12
HMBS,3.0573633902353237e-14
3NTD7pp,0.0
DMStex,0.0
3NTD4pp,0.0
3NTD2pp,0.0
3NTD9pp,0.0
RMK,0.0
FHL,0.0
HYPOE,6.963318810448982e-12
MEPCT,1.4425960426223128e-13
GLUDy,1.7464252266563562e-11
23PDE7pp,0.0
GALTptspp,0.0
GALURt2rpp,0.0
ZN2abcpp,6.991740519879386e-12
CSNtex,0.0
GLYCLTDy,4.68158845023936e-12
LYSDC,2.223221606811876e-13
DAAD,1.8046897309886845e-11
GLCNt2rpp,5.361489030519806e-12
GLCptspp,1.48929757415317e-11
GLCRt2rpp,1.9939605522267811e-13
GLCt2pp,2.262368070660159e-11
UREAtpp,3.7109204598095857e-13
XANt2pp,1.5982326573293903e-11
GLYC3Pabcpp,9.133582778986238e-12
PPPNt2rpp,0.0
PTRCORNt7pp,6.052047751836653e-12
GLCURt2rpp,2.0961010704922955e-13
ACMUMptspp,0.0
EX_h2o_e,499.9929572738737
EX_ala__D_e,4.974527734180612e-13
HSTPT,2.1307955400118317e-13
SPMDabcpp,5.476508135870972e-12
CYNTtex,0.0
HG2tex,0.0
NTPP5,1.6697754290362354e-12
THDPS,9.642286968869485e-14
ACONMT,0.0
XTSNtex,0.0
ATPM,2.7560176363294886e-12
CYStex,0.0
NADPPPS,3.4299507678525742e-12
EX_mnl_e,0.0
THRD_L,4.1600056732704616e-13
EX_malt_e,0.0
NTD3,2.8620994463324223e-12
CYTDtex,0.0
GLYOX,1.2714274078007293e-12
DADNtex,0.0
4PEPTtex,0.0
NAMNPP,0.0
EX_pnto__R_e,0.0
SELNPS,0.0
DHAtex,0.0
ETOHtex,1.580957587066223e-13
MTRPOX,0.0
AGM4PCPpp,0.0
GTPDPDP,1.0373923942097463e-12
CRNCAR,0.0
GALabcpp,0.0
GLYCLTt2rpp,1000.0
GUAt2pp,1.5346390824788614e-11
HPPPNt2rpp,0.0
RNDR2,1.1338721628284532e-11
EX_asn__L_e,1.3541945342865347e-13
ANHMK,1.354472090042691e-13
DCAtex,0.0
DHFR,1.1273967870373269e-13
EX_cit_e,0.0
PRAIi,8.028994136211054e-14
EX_mal__L_e,1.6253665080512292e-13
NMNN,0.0
XAND,3.204103649068202e-13
EX_no2_e,3.8902214782865485e-12
HACD3,4.4564352208453784e-13
TYRTA,2.1066481892262345e-14
SHKK,5.295763827461997e-14
DCYTtex,0.0
EX_gam_e,0.0
ACACtex,0.0
ACNAMtex,0.0
ARBTNabcpp,7.958078640513122e-13
EX_inost_e,1.1191048088221578e-13
EX_mobd_e,0.0
NNDMBRT,0.0
DGSNtex,0.0
THRA2,3.0451197119418794e-12
ASO3t8pp,2.7569058147491887e-12
H2Stex,1.9129142714291447e-13
PPK,2.7569058147491887e-12
EX_so4_e,8.326672684688674e-14
SADH,3.622102617839573e-13
GLUSy,2.409836219463557e-12
GUAPRT,1.6558184944698295e-12
EX_phe__L_e,0.0
EX_thr__L_e,0.0
EX_uri_e,0.0
OMCDC,4.807265696626928e-14
ABUTD,1.5276668818842154e-13
E4PD,1.8036941298177345e-12
IG3PS,6.608602554081244e-14
PDH,1.1230127938688383e-11
MTHFR2,7.763234499691407e-14
DMSOR2pp,0.0
H2St1pp,0.0
EX_nh4_e,1.5614176618328202e-12
DADK,0.02294750911280265
DUTPDP,0.022947509113294018
EX_ddca_e,0.0
HYD3pp,0.0
NO3R1pp,0.0
NTP5,2.7995383788947947e-12
CELBpts,0.0
FORt2pp,1.0064393762831969e-11
EX_r5p_e,0.0
EX_glyc2p_e,0.0
MTAN,0.0
DPR,2.9696297504377966e-16
EX_halipa_e,0.0
AACPS5,1.5643042416968456e-13
MANptspp,0.0
EX_cmp_e,0.0
NTD8,0.02294750911426637
GALCTD,0.0
EX_malthx_e,0.0
MLTG4,1.8900436771218665e-12
UDPGDC,0.0
PUNP4,0.022947509114287685
AMAOTr,1.594357517001679e-14
EX_csn_e,0.0
EX_etoh_e,1.3855583347321954e-13
G6PP,2.7853275241795927e-12
MMCD,7.247535904753022e-13
GLNS,2.822631017806998e-12
TYMtex,0.0
GTHS,6.430411758628907e-13
EX_g3pe_e,0.0
EX_pacald_e,0.0
EX_his__L_e,0.0
EX_k_e,5.551115123125783e-17
EX_na1_e,0.0
ACACT1r,5.171418848703979e-13
ARGORNt7pp,5.03508346128001e-12
EX_dmso_e,0.0
CMPtex,0.0
DUMPtex,0.0
XMPtex,0.0
3PEPTtex,0.0
EX_12ppd__S_e,0.0
EX_pppn_e,0.0
ANHGMtex,0.0
MALTptspp,0.0
UDPKAAT,0.0
ULA4NFT,0.0
EX_acgam1p_e,0.0
NTD11pp,0.0
EX_galt_e,0.0
DKGLCNR2x,0.0
ACGS,3.481659405224491e-13
PDE1,3.1610269957127457e-12
UPLA4FNT,0.0
UPLA4FNF,0.0
ULA4Ntppi,0.0
HEPT1,0.0
FALDtex,0.0
MCITD,7.087663789206999e-13
CU2tex,1.734723475976807e-18
EX_glcur1p_e,0.0
GLCATr,0.0
ALR2,1.8030021919912542e-13
AMALT2,0.0
MLTP1,3.481659405224491e-12
HEPT2,0.0
FECRMUtex,4.973799150320701e-13
ALAALAr,2.1083829127022113e-13
EX_thrp_e,0.0
CLtex,1.3877787807814457e-17
CYSDtex,1.8596235662471372e-13
CYSDabcpp,1.8596235662471372e-13
HXAND,6.217248937900877e-13
EX_fald_e,9.583857145389896e-13
EX_pydxn_e,0.0
EX_acgal_e,0.0
EX_so2_e,0.0
EX_dms_e,0.0
GMPtex,0.0
IMPtex,0.0
G3PItex,0.0
CD2abcpp,1.8474111129762605e-13
G3PGtex,0.0
G3PEtex,0.0
G3PCtex,0.0
MOAT3C,0.0
UMPtex,0.0
G1Ptex,0.0
ADNK1,0.022947509118575207
CUt3,0.0
ZN2t3pp,1.3094469952790178e-11
SKMtex,0.0
MNt2pp,1.3094469952790178e-11
RHAT1,0.0
GLCabcpp,1.8562928971732617e-12
GALT1,0.0
MNtex,0.0
GAL1Ptex,0.0
GLCTR2,0.0
G2PPpp,0.0
UDPGPpp,0.0
EX_acgal1p_e,0.0
EX_cyan_e,0.0
EX_tyrp_e,0.0
O2Stex,0.0
HEPK1,0.0
HEPT3,0.0
HEPK2,0.0
ALDD3y,0.0
EX_uacgam_e,0.0
Kt3pp,7.727873896357096e-12
EX_udpacgal_e,1.0879144807240948e-13
EX_udpg_e,0.0
EX_udpgal_e,0.0
EX_udpglcur_e,0.0
EX_14glucan_e,0.0
EX_pser__L_e,0.0
R5PP,2.4158453015843406e-13
EX_xmp_e,0.0
EX_damp_e,0.0
CYSSADS,0.0
EX_dimp_e,0.0
CPPPGO2,0.0
EX_isetac_e,0.0
AGM3PH,0.0
HOMt2pp,0.0
EX_aso3_e,0.0
EX_tcynt_e,0.0
EX_fe3dhbzs_e,0.0
AGM3PApp,0.0
PPPGO,1.0671268556305957e-12
EX_feoxam_un_e,6.4219740636417555e-12
HOMtex,0.0
SO2tex,0.0
SO2tpp,0.0
LDH_D2,8.313350008393172e-13
EX_g3pc_e,1.4832579608992091e-13
EX_g3pg_e,0.0
EX_g3pi_e,0.0
SHCHF,0.0
SUCOAS,994.4903239817976
SUCBZL,0.0
CYSDDS,0.0
CYStpp,2.0463630789890885e-12
EX_g3ps_e,0.0
EX_peamn_e,0.0
EX_34dhpac_e,0.0
NTP1,0.0
DAMPtex,0.0
DCMPtex,0.0
DGMPtex,0.0
DTMPtex,0.0
ACSERtpp,1.6209256159527285e-13
ACSERtex,2.184918912462308e-13
LALDO3,1.3784529073745944e-12
NTP10,3.4781066915456904e-12
PRAIS,3.0042635046356736e-13
GDMANE,0.0
GPDDA4,4.845568390976496e-13
LPLIPAL2ATG120,2.2581936320875684e-13
PLIPA1E140pp,8.040235144335384e-13
LPLIPAL2E140,9.050538096744276e-13
PLIPA1E160pp,1.1688428003253648e-12
GALKr,0.0
PLIPA1E161pp,1.7212897773788427e-12
AACPS8,2.0250467969162855e-12
AACPS9,2.1520563109334034e-12
LPLIPAL2E180,4.689582056016661e-13
LPLIPAL2G161,1.1514678099899811e-12
LPLIPAL2G181,7.400746682151293e-13
2AGPE120tipp,1.1933370958061573e-12
HXCT,4.04870581505179e-12
AACPS6,5.510036871214652e-12
2AGPEAT160,1.4833689832016717e-12
AACPS7,1.264742477413705e-11
PANTS,9.686695889854491e-14
G3PGabcpp,1.033895191682177e-13
G3PIabcpp,0.0
DURADx,0.0
ECOAH7,1.505712221572253e-12
G1PPpp,0.0
GALCTND,0.0
GCALDD,2.1445128658981183e-12
HISTP,2.0899948438568572e-14
G3PSabcpp,0.0
QMO2,0.0034237971276311896
QMO3,0.0034237971276418477
LPLIPAL2E141,4.831690603168681e-13
LPLIPAL2E161,0.0
LDH_D,3.9330760870370796e-12
AMALT4,0.0
NTD11,2.5863755581667647e-12
LPLIPAL2E181,7.780442956573097e-13
YUMPS,0.0
LPLIPAL2G180,3.423927807943983e-13
LPLIPAL2G141,5.062616992290714e-13
2AGPA120tipp,7.735478924075778e-13
2AGPG180tipp,6.323830348264892e-13
IPDDI,0.0020951463452695573
ORNDC,1.4921397450962104e-13
UPP3MT,0.0
KAS15,1.9229062786507711e-13
ALAALAtex,0.0
FACOAL181t2pp,6.465938895416912e-13
T2DECAI,7.420730696594546e-13
2AGPGAT180,2.717825964282383e-13
2AGPGAT181,0.0
3OAS161,1.6981971384666394e-12
DHQS,8.493206138382448e-14
EAR141y,3.8546943414985435e-13
EAR161x,1.6981971384666394e-12
2AGPG141tipp,9.912071163853398e-13
2AGPG161tipp,7.296385717836529e-13
2AGPG181tipp,4.791722574282176e-13
2AGPEAT140,5.438843819760564e-13
2AGPEAT120,4.791722574282176e-13
DASYN160,1.303457342061165e-12
DASYN161,1.3034434642733572e-12
DASYN181,1.3029854972756993e-12
CDAPPA161,9.90360571329063e-13
2AGPEAT161,9.983125437429408e-13
2AGPEAT141,3.423927807943983e-13
2AGPGAT160,4.831690603168681e-13
PGSA180,1.2718714970105793e-12
PGCD,3.972155937503885e-12
PSSA140,9.743317264110374e-13
2AGPGAT141,1.0764722446765518e-12
FACOAE180,2.330621806656552e-12
LPLIPAL2ATG140,2.234656903965515e-12
LPLIPAL2ATG141,1.1999568005904848e-12
LPLIPAL2ATG160,1.3287149158713873e-12
LPLIPAL2ATG180,8.639755577632968e-13
LPLIPAL2ATG161,0.0
LPLIPAL2ATG181,0.0
FACOAE100,1.3926637620897964e-12
FACOAE80,4.511946372076636e-13
FACOAE60,2.230160500715783e-12
CLPNS180pp,1.6413537196058314e-12
PLIPA1E120pp,1.1164402735630574e-12
CLPNS181pp,9.769962616701378e-13
EX_cys__L_e,0.0
PG161abcpp,4.942712905631197e-13
PGP120abcpp,8.704148513061227e-13
MALtex,1.376676550535194e-13
NO3tex,0.0
3OAS141,1.0054179711005418e-12
3OAR121,1.0054179711005418e-12
CFAS160G,0.0
PGP161abcpp,4.4497738826976274e-13
PGP181abcpp,5.186961971048731e-13
PA120abcpp,1.1652900866465643e-12
PLIPA1G120pp,7.887024366937112e-13
URAt2pp,1.5263346142546652e-11
FACOAE141,3.07318059888928e-12
CLPNS120pp,1.0622613899613498e-12
ALPATE160pp,1.3251622021925868e-12
FACOAE161,2.2524204723595176e-12
EX_gsn_e,0.0
TTDCEAtexi,0.0
HDCEAtexi,0.0
ALPATG160pp,0.0
2AGPGAT120,4.791722574282176e-13
LPLIPAL2ATE120,0.0
ALAALAD,2.7403704305761778e-12
2AGPEAT180,2.035038804137912e-13
LPLIPAL2ATE140,0.0
EX_orot_e,0.0
LPLIPAL2ATE160,0.0
LPLIPAL2ATE180,0.0
LPLIPAL2ATE141,0.0
2AGPEAT181,1.5765166949677223e-13
2AGPGAT140,5.080380560684716e-13
PLIPA1E181pp,2.241401508840113e-13
PLIPA1G180pp,4.3876013933186186e-13
LPLIPAL2ATE161,9.521272659185342e-13
LPLIPAL2ATE181,3.623767952376511e-13
FACOAL141t2pp,2.935429677108914e-13
FACOAL161t2pp,0.0
PA160abcpp,1.4281908988778014e-12
PLIPA1G181pp,6.821210263296962e-13
ALAALAabcpp,1.3367085216486885e-13
HEXt2rpp,9.618972285352356e-13
G3PEabcpp,4.005684672847565e-13
G3PCabcpp,0.0
2AGPGAT161,3.375077994860476e-13
PA181abcpp,1.5347723092418164e-12
12DGR141tipp,1.6820433934583434e-12
AMPTASEPG,0.0
ADSL1r,2.230549078774402e-12
PROGLYabcpp,0.0
GTHRDabcpp,1.6058265828178264e-12
PGPP140pp,6.821210263296962e-13
PGPP141pp,7.034373084024992e-13
PGPP160pp,6.163958232718869e-13
2AGPG140tipp,8.526512829121202e-13
PGPP180pp,7.034373084024992e-13
2AGPG160tipp,1.647293412787576e-13
SERD_D,2.956884737059795e-12
CLPNH141pp,1.8829382497642655e-13
CLPNH160pp,1.0800249583553523e-12
CLPNH161pp,3.197442310920451e-13
AICART,2.3092638912203256e-13
CLPNH181pp,5.933031843596837e-13
D_LACt2pp,1.3732071035832405e-13
PLIPA1E180pp,5.488942633746774e-13
RIBtex,0.0
FLVRx,7.673861546209082e-13
THMtex,0.0
XYLUtex,0.0
PLIPA1G140pp,8.810729923425242e-13
PLIPA1G161pp,5.776351619246611e-13
CLPNS160pp,6.963318810448982e-13
CLPNS161pp,7.176481631177012e-13
EX_manglyc_e,0.0
ALLtex,0.0
PG160abcpp,9.983125437429408e-13
FRUpts2pp,0.0
PGP140abcpp,3.7586600498684675e-13
PAPA120pp,1.4281908988778014e-12
PAPA140pp,1.4281908988778014e-12
GGPTRCO,4.050093593832571e-13
EX_metsox_R__L_e,0.0
PAPA141pp,8.237299731206349e-13
34dhpactex,0.0
PAPA160pp,1.4424017535930034e-12
G6Pt6_2pp,0.0
PAPA161pp,9.094947017729282e-13
